CRIM,ZN,INDUS,CHAS,NOX,RM,AGE,DIS,RAD,TAX,PTRATIO,B,LSTAT,MEDV
1.8151990349264064,75.0,19.91652484064243,0,0.6171547904080761,3.925517430598927,34.65721451553157,9.012079397736105,12,477.25475963558785,19.959584954020343,32.78629385746488,5.285454042761388,11.206446667694891
4.320951687788913,75.0,11.219975717707547,0,0.38260360307748953,5.427987962566666,8.815000891709,4.8038670825146745,22,606.6080144423363,12.21678557536791,258.7348915705524,27.120380753460264,5.0
4.600190114055389,0.0,2.3113598082139033,1,0.7742023747915929,3.8551744452200105,44.83701551783001,8.382024727945737,24,351.71057772378083,14.532055469933937,249.9918993504141,19.63647854514484,5.0
2.7799357706902788,25.0,21.269635825828843,0,0.7586766909122653,4.553965507750143,26.84380409724996,9.85973047350577,6,493.05482971246374,22.536086823801057,255.3402309681727,31.678573690513176,5.0
2.3401259281741487,100.0,8.072595601706709,1,0.6487253898668457,4.646828885188362,34.99528351558678,11.414318691614648,4,366.63749653125683,15.544458415062302,122.8582592416846,19.801243590612188,9.350457397743888
1.839489621925619,50.0,11.96832230938046,0,0.41256702963037334,5.845536055237893,83.62260723530714,5.402335034346392,13,620.5154785029579,21.51030755429474,343.87183403213317,23.94893010794975,7.07439317308706
4.264509878289838,100.0,18.66426290538039,1,0.7555923742709665,4.842810837268213,93.61296683922208,9.616277812516525,4,432.03317063469325,16.837562798142084,383.78887318216476,18.67645867678283,10.096073175772123
1.8920458527185267,0.0,9.310088164440868,1,0.6660196579883684,4.004890534088806,19.38757412851338,3.9252129569533065,22,221.430326500558,18.78449626605326,87.0850051912606,18.691880171566233,5.0
7.982269138041461,25.0,1.999519887887964,1,0.7631603888074,4.337455445470539,37.87838422379312,11.893655341730131,14,269.66836160002964,12.883652897652247,35.26086325465778,29.414889188287766,5.0
2.679437128058006,50.0,10.40890774583956,1,0.7483560262739618,4.236377817760455,92.93442564942401,1.2834655864078626,16,212.99652051460143,14.355932293646223,77.81401326739363,24.25695682394948,5.0
1.3504285557452018,12.5,25.52788744139904,1,0.7734710152593403,8.365383989561492,7.11903760823304,7.63881687151233,4,449.6235908477356,24.44356052575005,328.2208557022875,24.430738459548184,16.23200577562093
3.4396566667417305,25.0,17.50596152841179,1,0.6338239525382662,7.296462534592369,10.143692283026473,8.254565798164599,24,237.42214056804266,23.57179469480988,270.657853927939,17.660451901766454,19.288921672134588
3.353933040362395,75.0,18.294197439680982,0,0.44875901391482237,8.33880732634781,17.116307931416706,8.568501127815416,1,241.63558342720134,20.479576441687655,254.41893693565066,20.65105136448852,20.175588653530365
5.723437135048377,0.0,17.255477071397454,1,0.7088671619560474,5.698702432539543,59.9260705785606,2.324263366679979,13,688.1660604207236,17.975379766014587,160.7172540437698,28.59155364957713,5.0
4.076252473455408,25.0,5.773291682425075,0,0.6840321546754655,4.891842408313283,15.89675482959375,11.323827618204435,4,651.2337389750699,20.78489680763791,231.13118860457428,31.559814007140975,5.0
