sepal_length,sepal_width,petal_length,petal_width,species
4.937728743468461,3.7375577931164203,1.5223455759377988,0.37960435586791025,setosa
4.68051617824622,3.328807870939966,1.3761401144047756,0.1605632541921287,setosa
4.853899366303699,3.755740593029885,1.958411030005366,0.039583294967404425,setosa
5.120418872547213,3.131244920659875,0.36499742344104846,0.6163379794058828,setosa
5.121919608736144,3.935635309754768,1.4933558630696364,-0.014042460165437504,setosa
4.68575947675103,3.5042447794897273,1.457672497000921,0.20889151850824839,setosa
4.829303119467939,3.321076577609336,1.318545444963327,0.3630765379025576,setosa
5.3760165516695855,3.4102454682717696,2.190490618254253,-0.2078337776042683,setosa
5.173740041206879,3.742675780817816,1.1450682164576915,0.32006512535148124,setosa
5.7262727637719895,3.3246634124448686,1.8087184708942645,-0.06377691887011233,setosa
5.413044860809535,3.2751926931731665,1.6425011154824334,0.40569569520850063,setosa
5.400502573995979,3.4335390207248784,2.0046077010142063,-0.04066275297974406,setosa
4.5142460073404695,3.1469113661690096,1.233124366088998,0.3731922579622151,setosa
5.267351123071698,4.046163172382545,1.2068124403504963,0.4764582665736782,setosa
4.981412619406082,3.330081622635583,1.9384279629909593,0.41535913140820124,setosa
4.807156368761612,3.749485035854121,1.6701285233320442,0.2628291620595256,setosa
5.058805369186385,3.5628410250943316,0.8820250613292965,0.14217476426757514,setosa
5.330824037114019,3.2046397848554093,1.2842779942146918,0.055895105916289045,setosa
5.175291056851474,3.4982135872361813,1.6545530615392243,0.567758672704276,setosa
4.692534169530279,3.7352008337932245,1.8351056886186357,0.02512619495808921,setosa
5.259860619757417,3.443521599474108,1.228307738722818,-0.059266518392499024,setosa
4.7768443602734125,3.8579338837553085,0.3342976040732235,0.3663422337582075,setosa
5.0758390916375005,3.806454617834559,1.7092892742948134,0.0009657992033761664,setosa
4.893827476383003,3.775674456397499,1.0118717240224098,-0.03751587436653178,setosa
4.923396811892531,3.362102968318101,0.6930644807510354,-0.1609010655424412,setosa
5.268185041264179,3.176047265665554,0.36706963000634363,0.07927254013487059,setosa
4.6359321980644355,3.315923718391162,1.8255923440790964,0.1793212440258767,setosa
5.680818275996927,3.5588722822000163,1.5514469801619866,0.2607729319151747,setosa
4.362619875746926,3.663736014059707,1.4097374477150995,0.43782656107487083,setosa
4.7908163108608,2.848528578571866,2.0556097451851048,0.33172448091644846,setosa
5.129574161479609,3.497566039516475,1.754929873209229,0.15228194511170506,setosa
5.204509958252358,3.5474267675969555,2.1465200170887666,0.15045108090507003,setosa
4.964833497799903,3.4167367231053345,0.9429058111332014,0.32753936722879584,setosa
4.97991325394946,3.8873821517047635,1.4861797504184147,0.5181425407321424,setosa
5.143692529864666,3.626534022275261,0.8533146500207942,0.23157854987080007,setosa
4.919125682889812,3.893057572424269,1.4082470672578131,0.08271728644739777,setosa
5.487613440277217,3.43521184389493,1.4005536584933291,-0.04821650027138635,setosa
5.293772189981061,3.7812432477520774,1.7506454549052284,-0.16130131610305637,setosa
5.305488522851972,3.990519918358256,1.5182255524567594,0.3665674180108808,setosa
4.661845146820354,3.8935080347817985,1.7493628553119662,0.3444946309098893,setosa
4.972214051458004,3.17235752197138,1.7813760532555576,0.3443408812766654,setosa
4.894836917947754,3.423897176737286,2.361971470953257,0.16783513841198605,setosa
4.648039518508687,3.396450588365061,1.3738813378855503,0.5517336864729376,setosa
5.126057464381018,3.646776360522898,1.1235909197334484,0.07897037635379558,setosa
4.811823984777064,3.70590606650436,1.5984334461265635,0.4388173093018014,setosa
5.229391340447583,3.248332197792279,1.1790879891441826,0.19031427625261427,setosa
4.6254329529869835,3.520351554175081,2.0927843073746146,0.04791230883016562,setosa
